vendor_id,quarter,category,country,region,tier,annual_spend_usd,single_source_flag,concentration_risk_flag,on_time_delivery_rate,avg_defect_rate,avg_cost_variance_pct,delay_days_std,disruption_severity_score,credit_health_score,otd_risk,quality_risk,cost_risk,leadtime_risk,disruption_risk,financial_risk,composite_risk_score,risk_tier,high_risk_next_quarter
V0002,2022Q4,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,0.01,1.0,0.0,71.8,0.0,11.98,2.94,4.89,0.0,20.83,5.66,Low,0.0
V0002,2023Q1,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.0,0.0,1.15,0.0,71.4,0.0,0.0,2.4,5.65,0.0,21.63,3.37,Low,0.0
V0002,2023Q2,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,0.0,0.58,0.0,71.5,0.0,7.73,2.31,2.82,0.0,21.43,4.46,Low,0.0
V0002,2023Q3,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,0.02,0.58,0.0,71.8,0.0,10.75,10.36,2.82,0.0,20.83,6.21,Low,0.0
V0002,2023Q4,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.0,-0.02,0.0,0.0,71.7,0.0,3.75,9.33,0.0,0.0,21.03,4.25,Low,0.0
V0002,2024Q1,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,0.02,0.0,0.0,71.8,0.0,11.42,13.31,0.0,0.0,20.83,6.36,Low,0.0
V0002,2024Q2,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,0.07,0.58,0.0,72.0,0.0,15.15,35.85,2.82,0.0,20.44,10.88,Low,1.0
V0002,2024Q3,Displays,Mexico,AMER,Tier 3,27800.0,False,False,0.67,0.01,-0.02,9.81,0.0,72.4,33.33,7.13,12.49,48.02,0.0,19.64,20.8,Low,0.0
V0002,2024Q4,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,-0.01,0.0,0.0,72.7,0.0,9.01,3.13,0.0,0.0,19.05,4.18,Low,0.0
V0002,2025Q1,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.02,-0.08,0.0,0.0,72.1,0.0,17.02,45.0,0.0,0.0,20.24,12.18,Low,0.0
V0002,2025Q2,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.01,-0.04,0.0,0.0,72.1,0.0,7.33,22.23,0.0,0.0,20.24,6.83,Low,1.0
V0002,2025Q3,Displays,Mexico,AMER,Tier 3,27800.0,False,False,0.67,0.01,-0.03,15.01,0.0,72.2,33.33,7.84,17.44,73.45,0.0,20.04,25.54,Low,1.0
V0002,2025Q4,Displays,Mexico,AMER,Tier 3,27800.0,False,False,0.67,0.01,0.02,4.04,0.0,72.2,33.33,9.52,10.13,19.77,0.0,20.04,16.73,Low,0.0
V0002,2026Q2,Displays,Mexico,AMER,Tier 3,27800.0,False,False,1.0,0.0,-0.04,0.0,0.0,72.7,0.0,3.7,19.97,0.0,0.0,19.05,5.64,Low,
V0003,2022Q1,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,1.0,0.01,-0.06,0.58,0.0,62.3,0.0,16.35,31.46,2.82,0.0,39.68,12.38,Low,0.0
V0003,2022Q2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.8,0.03,0.02,6.71,0.0,62.4,20.0,34.97,9.93,32.82,0.0,39.48,22.35,Low,1.0
V0003,2022Q3,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.5,0.01,0.02,8.54,0.0,62.3,50.0,10.56,10.84,41.8,0.0,39.68,26.48,Low,0.0
V0003,2022Q4,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.9,0.03,0.01,4.03,0.0,62.1,10.0,28.33,2.8,19.73,0.0,40.08,15.55,Low,0.0
V0003,2023Q1,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.8,0.01,-0.03,7.31,0.0,62.0,20.0,8.21,17.69,35.79,0.0,40.28,18.69,Low,0.0
V0003,2023Q2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.88,0.02,0.05,7.07,0.0,62.6,12.5,17.34,27.23,34.6,0.0,39.09,19.78,Low,0.0
V0003,2023Q3,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,1.0,0.03,0.05,0.82,0.0,62.6,0.0,30.57,26.4,3.99,0.0,39.09,14.58,Low,0.0
V0003,2023Q4,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,1.0,0.02,-0.06,0.0,0.0,62.4,0.0,20.27,30.31,0.0,0.0,39.48,12.55,Low,0.0
V0003,2024Q1,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.75,0.02,-0.01,11.88,0.0,62.1,25.0,17.25,6.7,58.11,0.0,40.08,23.43,Low,1.0
V0003,2024Q2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.5,0.03,-0.03,12.39,0.0,61.2,50.0,29.64,17.06,60.61,0.0,41.87,34.27,Moderate,0.0
V0003,2024Q3,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.75,0.02,-0.02,17.28,0.0,61.7,25.0,17.18,10.23,84.54,0.0,40.87,27.99,Low,1.0
V0003,2024Q4,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.67,0.02,-0.04,1.53,0.0,61.9,33.33,19.26,19.29,7.47,0.0,40.48,20.25,Low,1.0
V0003,2025Q1,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,1.0,0.03,-0.01,0.0,0.0,62.1,0.0,30.8,6.87,0.0,0.0,40.08,11.2,Low,1.0
V0003,2025Q2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.33,0.03,-0.06,0.58,0.0,62.2,66.67,34.94,35.0,2.82,0.0,39.88,33.32,Moderate,1.0
V0003,2025Q3,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.56,0.02,-0.0,4.59,0.0,61.3,44.44,17.18,2.62,22.44,0.0,41.67,22.47,Low,1.0
V0003,2025Q4,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.12,0.03,0.0,6.11,0.0,61.2,87.5,29.91,0.51,29.9,0.0,41.87,36.61,Moderate,1.0
V0003,2026Q1,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,0.55,0.02,-0.0,10.94,0.0,61.6,45.45,19.09,1.95,53.52,0.0,41.07,27.61,Low,0.0
V0003,2026Q2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,False,1.0,0.02,-0.05,0.0,0.0,61.2,0.0,19.6,28.89,0.0,0.0,41.87,12.44,Low,
V0004,2022Q2,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.67,0.02,-0.08,15.89,0.0,59.7,33.33,24.37,44.77,77.72,0.0,44.84,36.07,Moderate,1.0
V0004,2022Q3,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.0,0.0,0.23,25.46,0.0,59.2,100.0,0.0,100.0,100.0,0.0,45.83,59.58,High,1.0
V0004,2022Q4,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.29,0.02,-0.13,9.3,0.0,58.5,71.43,20.12,70.89,45.52,0.0,47.22,44.06,Moderate,1.0
V0004,2023Q1,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.33,0.04,0.17,11.24,0.0,58.3,66.67,45.46,93.95,54.99,0.0,47.62,52.86,High,0.0
V0004,2023Q2,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.03,-0.03,0.71,0.0,59.0,0.0,32.08,18.88,3.46,0.0,46.23,14.39,Low,0.0
V0004,2023Q3,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.01,0.04,0.71,0.0,59.0,0.0,14.33,22.24,3.46,0.0,46.23,11.34,Low,0.0
V0004,2023Q4,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.83,0.0,0.01,10.54,0.0,59.1,16.67,4.11,4.47,51.57,0.0,46.03,18.0,Low,1.0
V0004,2024Q1,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.03,-0.0,0.0,0.0,59.3,0.0,32.55,1.25,0.0,0.0,45.63,11.26,Low,1.0
V0004,2024Q2,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.6,0.02,0.01,8.5,0.0,59.0,40.0,24.97,5.25,41.57,0.0,46.23,26.64,Low,0.0
V0004,2024Q3,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.02,-0.04,0.71,0.0,58.7,0.0,19.6,24.51,3.46,0.0,46.83,12.8,Low,0.0
V0004,2024Q4,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.83,0.01,-0.02,9.24,0.0,59.6,16.67,14.84,12.61,45.21,0.0,45.04,20.31,Low,0.0
V0004,2025Q1,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.75,0.02,0.08,1.5,0.0,59.6,25.0,19.97,44.04,7.34,0.0,45.04,22.46,Low,0.0
V0004,2025Q2,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.0,0.07,0.0,0.0,59.9,0.0,2.58,39.65,0.0,0.0,44.44,10.91,Low,1.0
V0004,2025Q3,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,0.2,0.01,0.04,7.48,0.0,59.8,80.0,9.18,19.48,36.61,0.0,44.64,34.71,Moderate,0.0
V0004,2025Q4,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.02,0.01,0.58,0.0,59.9,0.0,22.7,3.38,2.82,0.0,44.44,9.91,Low,0.0
V0004,2026Q1,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.03,-0.04,0.71,0.0,59.8,0.0,30.68,23.66,3.46,0.0,44.64,14.67,Low,0.0
V0004,2026Q2,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,False,1.0,0.03,0.01,1.0,0.0,59.9,0.0,38.8,5.24,4.89,0.0,44.44,13.72,Low,
V0005,2022Q1,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.86,0.09,-0.15,6.18,0.0,34.1,14.29,96.6,80.91,30.22,0.0,95.63,49.12,Moderate,1.0
V0005,2022Q2,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.47,0.07,-0.0,12.34,0.0,33.4,53.33,80.23,2.1,60.37,0.0,97.02,48.45,Moderate,1.0
V0005,2022Q3,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.38,0.08,-0.05,20.84,0.0,33.5,61.54,89.27,28.39,100.0,0.0,96.83,62.18,High,1.0
V0005,2022Q4,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.53,0.06,0.0,5.68,0.0,33.3,47.37,68.53,1.17,27.8,0.0,97.22,39.62,Moderate,1.0
V0005,2023Q1,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.91,0.07,0.02,3.86,0.0,33.2,9.09,74.16,9.92,18.87,0.0,97.42,31.17,Moderate,1.0
V0005,2023Q2,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.67,0.09,0.07,3.35,0.0,33.7,33.33,100.0,36.74,16.41,0.0,96.43,45.95,Moderate,1.0
V0005,2023Q3,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.77,0.06,-0.06,3.54,0.0,33.7,23.08,67.41,34.18,17.32,0.0,96.43,36.62,Moderate,1.0
V0005,2023Q4,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.5,0.08,0.03,8.23,0.0,33.6,50.0,84.23,16.89,40.28,0.0,96.63,47.58,Moderate,1.0
V0005,2024Q1,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.38,0.06,0.04,28.99,0.0,33.5,62.5,66.38,19.35,100.0,0.0,96.83,56.49,High,1.0
V0005,2024Q2,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.56,0.09,0.08,18.91,0.0,33.3,44.44,100.0,42.86,92.52,0.0,97.22,61.14,High,1.0
V0005,2024Q3,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.58,0.08,0.07,13.47,2.0,32.8,41.67,90.83,35.81,65.91,100.0,98.21,68.66,High,1.0
V0005,2024Q4,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.54,0.05,-0.01,6.89,0.0,32.6,46.15,58.55,4.52,33.69,0.0,98.61,38.84,Moderate,1.0
V0005,2025Q1,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.45,0.06,-0.11,4.9,0.0,33.2,54.55,71.74,58.05,23.98,0.0,97.42,50.03,High,1.0
V0005,2025Q2,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.3,0.06,-0.03,10.92,0.0,33.4,70.0,65.29,16.24,53.42,0.0,97.02,50.71,High,1.0
V0005,2025Q3,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.36,0.07,-0.1,9.6,0.0,33.3,63.64,80.05,53.39,46.99,0.0,97.22,56.7,High,1.0
V0005,2025Q4,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.57,0.07,-0.05,10.47,0.0,33.4,42.86,77.47,27.82,51.23,0.0,97.02,47.77,Moderate,1.0
V0005,2026Q1,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.33,0.08,-0.07,11.12,0.0,33.6,66.67,85.64,37.71,54.42,0.0,96.63,57.28,High,1.0
V0005,2026Q2,Connectors,Japan,APAC,Tier 1,4216800.0,False,False,0.83,0.06,-0.05,2.45,0.0,33.6,16.67,66.9,28.5,11.98,0.0,96.63,33.28,Moderate,
V0006,2022Q2,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.67,0.02,-0.02,2.16,0.0,62.7,33.33,26.43,12.94,10.57,0.0,38.89,21.03,Low,0.0
V0006,2022Q3,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.03,-0.0,0.55,0.0,63.3,0.0,35.55,0.89,2.68,0.0,37.7,11.42,Low,0.0
V0006,2022Q4,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,-0.02,0.0,0.0,63.4,0.0,23.55,12.98,0.0,0.0,37.5,10.41,Low,0.0
V0006,2023Q1,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.8,0.01,-0.02,3.58,0.0,63.6,20.0,14.37,10.01,17.5,0.0,37.1,15.71,Low,0.0
V0006,2023Q2,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.03,-0.02,0.89,0.0,63.8,0.0,28.44,10.92,4.38,0.0,36.71,11.65,Low,0.0
V0006,2023Q3,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,0.04,0.71,0.0,63.6,0.0,19.29,20.24,3.46,0.0,37.1,11.12,Low,0.0
V0006,2023Q4,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,0.02,0.41,0.0,63.5,0.0,18.59,8.56,2.0,0.0,37.3,9.03,Low,0.0
V0006,2024Q1,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.03,0.01,1.0,0.0,63.4,0.0,36.84,3.09,4.89,0.0,37.5,12.32,Low,1.0
V0006,2024Q2,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.67,0.03,-0.03,10.03,0.0,62.8,33.33,32.7,18.15,49.09,0.0,38.69,28.83,Low,1.0
V0006,2024Q3,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.6,0.02,-0.04,9.21,0.0,62.4,40.0,17.38,21.3,45.06,0.0,39.48,27.38,Low,0.0
V0006,2024Q4,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,-0.04,0.0,0.0,62.1,0.0,26.76,22.6,0.0,0.0,40.08,12.75,Low,0.0
V0006,2025Q1,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,-0.06,1.15,0.0,61.9,0.0,23.74,30.94,5.65,0.0,40.48,14.28,Low,1.0
V0006,2025Q2,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.03,-0.05,0.0,0.0,62.3,0.0,37.35,27.85,0.0,0.0,39.68,15.61,Low,0.0
V0006,2025Q3,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.8,0.02,0.0,10.88,0.0,61.7,20.0,18.56,2.72,53.22,0.0,40.87,21.19,Low,0.0
V0006,2025Q4,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,-0.07,0.58,0.0,61.1,0.0,21.69,38.98,2.82,0.0,42.06,14.81,Low,1.0
V0006,2026Q1,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,0.0,0.02,-0.1,27.74,0.0,61.6,100.0,21.28,55.6,100.0,0.0,41.07,56.7,High,0.0
V0006,2026Q2,Semiconductors,Czech Republic,EMEA,Tier 2,1494800.0,True,False,1.0,0.02,-0.02,0.0,0.0,61.7,0.0,22.21,10.09,0.0,0.0,40.87,10.04,Low,
V0007,2022Q1,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.0,-0.08,0.0,0.0,61.9,0.0,0.0,42.85,0.0,0.0,40.48,10.48,Low,0.0
V0007,2022Q2,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.02,-0.06,0.0,0.0,61.4,0.0,26.32,33.17,0.0,0.0,41.47,14.39,Low,1.0
V0007,2022Q3,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.67,0.01,-0.02,3.79,0.0,61.7,33.33,6.72,12.83,18.52,0.0,40.87,18.47,Low,1.0
V0007,2022Q4,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.03,-0.02,0.0,0.0,62.0,0.0,30.27,9.64,0.0,0.0,40.28,11.53,Low,0.0
V0007,2023Q1,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.02,-0.07,0.0,0.0,62.4,0.0,28.0,37.35,0.0,0.0,39.48,15.15,Low,0.0
V0007,2023Q2,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.03,-0.03,0.0,0.0,62.5,0.0,30.8,16.67,0.0,0.0,39.29,12.59,Low,1.0
V0007,2023Q3,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.02,0.04,0.0,0.0,62.6,0.0,26.71,20.19,0.0,0.0,39.09,12.28,Low,1.0
V0007,2023Q4,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.0,0.0,-0.04,0.0,0.0,63.3,100.0,0.0,22.91,0.0,0.0,37.7,32.21,Moderate,0.0
V0007,2024Q1,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.02,-0.01,0.0,0.0,63.0,0.0,25.26,3.61,0.0,0.0,38.29,9.42,Low,1.0
V0007,2024Q2,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.0,0.02,-0.06,7.0,0.0,62.5,100.0,17.13,31.62,34.25,0.0,39.29,42.24,Moderate,0.0
V0007,2024Q3,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.75,0.03,-0.0,8.85,0.0,62.7,25.0,32.19,1.71,43.28,0.0,38.89,23.33,Low,1.0
V0007,2024Q4,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.0,0.03,0.05,0.0,0.0,62.7,100.0,37.63,26.97,0.0,0.0,38.89,40.46,Moderate,0.0
V0007,2025Q1,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.02,-0.03,0.82,0.0,62.1,0.0,25.2,17.53,3.99,0.0,40.08,12.28,Low,1.0
V0007,2025Q2,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.0,0.02,0.0,0.0,0.0,61.7,100.0,21.95,0.94,0.0,0.0,40.87,33.62,Moderate,1.0
V0007,2025Q3,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.33,0.02,0.01,12.1,0.0,61.3,66.67,21.95,7.73,59.19,0.0,41.67,35.26,Moderate,1.0
V0007,2025Q4,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,0.33,0.01,-0.03,6.81,0.0,61.6,66.67,14.95,16.95,33.3,0.0,41.07,31.3,Moderate,0.0
V0007,2026Q1,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.01,0.09,0.0,0.0,61.8,0.0,11.31,46.93,0.0,0.0,40.67,13.37,Low,0.0
V0007,2026Q2,Enclosures / Metal,Taiwan,APAC,Tier 3,271800.0,False,False,1.0,0.03,0.01,0.71,0.0,61.9,0.0,28.56,5.66,3.46,0.0,40.48,11.13,Low,
V0008,2022Q2,Displays,China,APAC,Tier 3,377000.0,False,False,0.25,0.04,0.01,13.65,0.0,33.3,75.0,39.94,8.02,66.77,0.0,97.22,47.68,Moderate,0.0
V0008,2022Q3,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.0,-0.08,0.0,0.0,33.5,0.0,0.0,42.46,0.0,0.0,96.83,16.05,Low,1.0
V0008,2022Q4,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.03,0.31,0.0,0.0,33.6,0.0,36.11,100.0,0.0,0.0,96.63,31.89,Moderate,1.0
V0008,2023Q1,Displays,China,APAC,Tier 3,377000.0,False,False,0.67,0.04,0.12,13.86,1.0,34.0,33.33,45.07,64.35,67.8,50.0,95.83,54.25,High,1.0
V0008,2023Q2,Displays,China,APAC,Tier 3,377000.0,False,False,0.5,0.02,0.13,2.12,0.0,34.2,50.0,21.39,70.55,10.38,0.0,95.44,38.46,Moderate,1.0
V0008,2023Q3,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.11,0.02,0.71,0.0,34.4,0.0,100.0,10.44,3.46,0.0,95.04,31.59,Moderate,1.0
V0008,2023Q4,Displays,China,APAC,Tier 3,377000.0,False,False,0.0,0.0,-0.21,0.0,0.0,34.5,100.0,0.0,100.0,0.0,0.0,94.84,49.48,Moderate,1.0
V0008,2024Q1,Displays,China,APAC,Tier 3,377000.0,False,False,0.0,0.1,-0.1,5.62,0.0,34.2,100.0,100.0,54.12,27.5,0.0,95.44,66.79,High,1.0
V0008,2024Q2,Displays,China,APAC,Tier 3,377000.0,False,False,0.4,0.06,-0.11,13.22,0.0,34.2,60.0,66.32,60.21,64.69,0.0,95.44,56.54,High,1.0
V0008,2024Q3,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.12,-0.18,0.71,0.0,34.1,0.0,100.0,97.76,3.46,0.0,95.63,44.75,Moderate,1.0
V0008,2024Q4,Displays,China,APAC,Tier 3,377000.0,False,False,0.75,0.09,0.19,4.0,0.0,33.1,25.0,98.39,100.0,19.57,0.0,97.62,53.63,High,0.0
V0008,2025Q1,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.0,-0.04,0.0,2.0,33.0,0.0,0.0,19.99,0.0,100.0,97.82,27.78,Low,1.0
V0008,2025Q2,Displays,China,APAC,Tier 3,377000.0,False,False,0.0,0.07,-0.23,0.0,0.0,32.9,100.0,76.82,100.0,0.0,0.0,98.02,65.17,High,1.0
V0008,2025Q3,Displays,China,APAC,Tier 3,377000.0,False,False,0.0,0.1,-0.06,0.0,0.0,32.6,100.0,100.0,30.77,0.0,0.0,98.61,59.48,High,0.0
V0008,2025Q4,Displays,China,APAC,Tier 3,377000.0,False,False,1.0,0.0,-0.34,0.0,0.0,32.1,0.0,0.0,100.0,0.0,0.0,99.6,24.96,Low,1.0
V0008,2026Q1,Displays,China,APAC,Tier 3,377000.0,False,False,0.5,0.06,0.06,5.66,0.0,32.1,50.0,72.34,31.4,27.68,0.0,99.6,45.79,Moderate,1.0
