vendor_id,quarter,po_count,on_time_delivery_rate,avg_delay_days,delay_days_std,avg_fill_rate,avg_cost_variance_pct,cost_variance_std,total_spend_usd,expedited_rate,inspection_count,avg_defect_rate,lot_rejection_rate,avg_corrective_action_days,disruption_event_count,disruption_severity_score,max_resolution_days,credit_health_score,dpo,price_volatility,category,country,region,tier,annual_spend_usd,single_source_flag,certifications,on_time_delivery_rate_trail2q,avg_defect_rate_trail2q,avg_cost_variance_pct_trail2q,disruption_severity_score_trail2q,credit_health_score_trail2q,breach_this_quarter,high_risk_next_quarter
V0002,2023Q3,3.0,1.0,0.3333333333333333,0.5773502691896258,0.9335632183908046,0.018870579256136163,0.03183550095697752,2461368.43,0.0,2.0,0.009600000000000001,0.0,0.0,0.0,0.0,0.0,71.8,50.1,2.95,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.00825,0.011536930714462388,0.0,71.65,0,0.0
V0002,2023Q4,2.0,1.0,0.0,0.0,1.0,-0.016999014309536625,0.05511592749802206,4303570.3549999995,0.0,2.0,0.00335,0.0,0.0,0.0,0.0,0.0,71.7,51.9,3.27,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.006475000000000001,0.0009357824732997688,0.0,71.75,0,0.0
V0002,2024Q1,3.0,1.0,0.0,0.0,1.0,0.024246978732208515,0.04125925526818517,2510171.9390000002,0.0,1.0,0.0102,0.0,0.0,0.0,0.0,0.0,71.8,44.0,2.72,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.006775000000000001,0.003623982211335945,0.0,71.75,0,0.0
V0002,2024Q2,3.0,1.0,0.3333333333333333,0.5773502691896258,1.0,0.06528973261133166,0.056056035617975626,3129398.813,0.0,3.0,0.013533333333333333,0.0,0.0,0.0,0.0,0.0,72.0,46.7,5.03,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.011866666666666668,0.04476835567177009,0.0,71.9,0,1.0
V0002,2024Q3,3.0,0.6666666666666666,5.666666666666667,9.814954576223638,1.0,-0.02274318731074181,0.013042643140370964,2419624.372,0.0,3.0,0.006366666666666666,0.0,0.0,0.0,0.0,0.0,72.4,53.5,6.32,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",0.8333333333333333,0.00995,0.021273272650294925,0.0,72.2,1,0.0
V0002,2024Q4,3.0,1.0,0.0,0.0,1.0,-0.005700237559031649,0.031167855682754896,3944426.6599999997,0.3333333333333333,2.0,0.00805,0.0,0.0,0.0,0.0,0.0,72.7,55.3,3.47,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",0.8333333333333333,0.007208333333333333,-0.014221712434886728,0.0,72.55000000000001,0,0.0
V0002,2025Q1,2.0,1.0,0.0,0.0,1.0,-0.08196493174584574,0.015435287985186518,568531.894,0.0,1.0,0.0152,0.0,0.0,0.0,0.0,0.0,72.1,42.2,3.63,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.011625,-0.043832584652438694,0.0,72.4,0,0.0
V0002,2025Q2,2.0,1.0,1.0,0.0,1.0,-0.0404955409856357,0.05177558575485587,5755659.759,0.0,2.0,0.00655,0.0,0.0,0.0,0.0,0.0,72.1,60.4,3.89,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.010875,-0.06123023636574072,0.0,72.1,0,1.0
V0002,2025Q3,3.0,0.6666666666666666,8.666666666666666,15.01110699893027,1.0,-0.031768093770484854,0.06206838378254109,8882768.731,0.0,3.0,0.007,0.0,0.0,0.0,0.0,0.0,72.2,54.7,5.57,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",0.8333333333333333,0.006775,-0.036131817378060274,0.0,72.15,1,1.0
V0002,2025Q4,3.0,0.6666666666666666,2.3333333333333335,4.041451884327381,1.0,0.01844233358966525,0.006508239789880934,2655756.8880000003,0.0,2.0,0.0085,0.0,0.0,0.0,0.0,0.0,72.2,59.9,3.85,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",0.6666666666666666,0.00775,-0.006662880090409802,0.0,72.2,1,0.0
V0002,2026Q1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,72.2,60.9,0.46,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",0.6666666666666666,0.00425,0.009221166794832624,0.5,72.2,0,0.0
V0002,2026Q2,1.0,1.0,0.0,0.0,1.0,-0.03637906990844588,0.0,75237.462,1.0,1.0,0.0033,0.0,0.0,0.0,0.0,0.0,72.7,46.8,4.62,Displays,Mexico,AMER,Tier 3,27800.0,False,"IATF16949, ISO14001, ISO9001, REACH",1.0,0.00165,-0.01818953495422294,0.5,72.45,0,
V0003,2022Q1,3.0,1.0,0.3333333333333333,0.5773502691896258,1.0,-0.057303169696434814,0.03372674789603946,1221806.468,0.0,2.0,0.014599999999999998,0.0,0.0,0.0,0.0,0.0,62.3,69.2,6.76,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",1.0,0.014599999999999998,-0.057303169696434814,0.0,62.3,0,0.0
V0003,2022Q2,5.0,0.8,3.0,6.708203932499369,1.0,0.018086891854142827,0.05532540744595915,3050107.539,0.0,4.0,0.031225,0.0,0.0,0.0,0.0,0.0,62.4,59.7,8.55,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.9,0.0229125,-0.019608138921145993,0.0,62.349999999999994,0,1.0
V0003,2022Q3,4.0,0.5,6.5,8.54400374531753,1.0,0.01974568251568355,0.09745796481121699,3473451.1689999998,0.0,3.0,0.009433333333333334,0.0,0.0,0.0,0.0,0.0,62.3,49.1,5.73,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.65,0.020329166666666666,0.018916287184913186,0.0,62.349999999999994,1,0.0
V0003,2022Q4,10.0,0.9,1.6,4.033195589934446,1.0,0.005092049030686038,0.07848699568551307,6172477.106000001,0.0,9.0,0.025300000000000003,0.0,0.0,0.0,0.0,0.0,62.1,61.0,7.35,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.7,0.01736666666666667,0.012418865773184793,0.0,62.2,0,0.0
V0003,2023Q1,5.0,0.8,4.0,7.314369419163897,1.0,-0.03222624517351232,0.047736343915412496,3223881.7350000003,0.0,3.0,0.007333333333333333,0.0,0.0,0.0,0.0,0.0,62.0,62.1,6.53,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.8500000000000001,0.016316666666666667,-0.013567098071413142,0.0,62.05,0,0.0
V0003,2023Q2,8.0,0.875,2.5,7.0710678118654755,1.0,0.04959567712886891,0.04207250199631525,1343690.534,0.0,6.0,0.015483333333333333,0.0,0.0,0.0,0.0,0.0,62.6,58.4,9.92,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.8375,0.011408333333333331,0.008684715977678295,0.0,62.3,0,0.0
V0003,2023Q3,6.0,1.0,0.6666666666666666,0.816496580927726,0.9647234678624813,0.04808154526371292,0.08418960972346526,1496648.0860000001,0.0,1.0,0.0273,0.0,0.0,0.0,0.0,0.0,62.6,61.2,0.73,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.9375,0.021391666666666663,0.04883861119629092,0.0,62.6,0,0.0
V0003,2023Q4,4.0,1.0,0.0,0.0,1.0,-0.055199773359320574,0.08510228160180872,1870299.4810000001,0.0,3.0,0.0181,0.0,0.0,0.0,0.0,0.0,62.4,59.3,5.88,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",1.0,0.022699999999999998,-0.0035591140478038255,0.0,62.5,0,0.0
V0003,2024Q1,8.0,0.75,6.25,11.877349391654208,0.9723806563226469,-0.0122063418636881,0.1428328955170415,5317421.589,0.0,5.0,0.0154,0.0,0.0,0.0,0.0,0.0,62.1,55.8,9.2,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.875,0.01675,-0.033703057611504335,0.0,62.25,0,1.0
V0003,2024Q2,6.0,0.5,8.666666666666666,12.38816639647154,0.9229521389307039,-0.031078419942641326,0.08543104994245986,2239276.6369999996,0.0,3.0,0.026466666666666666,0.0,0.0,0.0,0.0,0.0,61.2,65.3,12.09,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.625,0.02093333333333333,-0.021642380903164712,0.0,61.650000000000006,1,0.0
V0003,2024Q3,8.0,0.75,9.5,17.279219559095502,1.0,-0.018636331476445816,0.06260890705053913,1656229.05,0.0,5.0,0.015340000000000001,0.0,0.0,0.0,0.0,0.0,61.7,66.5,8.68,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.625,0.020903333333333333,-0.02485737570954357,0.0,61.45,0,1.0
V0003,2024Q4,3.0,0.6666666666666666,1.6666666666666667,1.5275252316519465,1.0,-0.03512942683006373,0.07248196427132167,1555640.4880000001,0.3333333333333333,2.0,0.0172,0.0,0.0,0.0,0.0,0.0,61.9,49.5,10.93,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.7083333333333333,0.01627,-0.026882879153254775,0.0,61.8,1,1.0
V0003,2025Q1,6.0,1.0,0.0,0.0,0.9530047648241199,-0.012508163463652322,0.12177025834128133,1148063.416,0.0,3.0,0.027499999999999997,0.3333333333333333,3.0,0.0,0.0,0.0,62.1,59.5,7.35,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.8333333333333333,0.02235,-0.023818795146858026,0.0,62.0,1,1.0
V0003,2025Q2,3.0,0.3333333333333333,2.6666666666666665,0.5773502691896257,1.0,-0.06375596421424028,0.1079430668158911,411371.43799999997,0.0,2.0,0.031200000000000002,0.0,0.0,0.0,0.0,0.0,62.2,55.3,8.29,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.6666666666666666,0.02935,-0.038132063838946295,0.0,62.150000000000006,1,1.0
V0003,2025Q3,9.0,0.5555555555555556,3.4444444444444446,4.585605497399201,1.0,-0.004770899250335972,0.09123263326850282,21377231.124,0.0,8.0,0.0153375,0.0,0.0,0.0,0.0,0.0,61.3,55.3,12.86,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.4444444444444444,0.02326875,-0.03426343173228812,0.0,61.75,1,1.0
V0003,2025Q4,8.0,0.125,11.75,6.112048990080402,1.0,0.0009299675580463226,0.07550988132679007,4885495.205,0.0,8.0,0.0267125,0.0,0.0,0.0,0.0,0.0,61.2,57.5,9.17,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.3402777777777778,0.021025000000000002,-0.0019204658461448247,0.0,61.25,1,1.0
V0003,2026Q1,11.0,0.5454545454545454,8.454545454545455,10.939503063335524,1.0,-0.0035493399711376272,0.07861629286155798,5281306.703000001,0.0,8.0,0.01705,0.0,0.0,0.0,0.0,0.0,61.6,59.0,8.68,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.3352272727272727,0.021881249999999998,-0.0013096862065456523,0.0,61.400000000000006,1,0.0
V0003,2026Q2,6.0,1.0,0.0,0.0,1.0,-0.05261227549677397,0.09621942859915546,1508194.831,0.0,3.0,0.017499999999999998,0.0,0.0,0.0,0.0,0.0,61.2,64.7,10.63,PCB / PCBA,China,APAC,Tier 2,1239600.0,False,"REACH, RoHS",0.7727272727272727,0.017275,-0.028080807733955798,0.0,61.400000000000006,0,
V0004,2022Q1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,74.0,14.39,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",,0.0,0.0,0.0,60.9,0,1.0
V0004,2022Q2,3.0,0.6666666666666666,9.666666666666666,15.88500340992514,1.0,-0.08154355702094994,0.17437725553318964,2123337.577,0.0,3.0,0.021766666666666667,0.0,0.0,0.0,0.0,0.0,59.7,87.1,17.62,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.6666666666666666,0.010883333333333333,-0.04077177851047497,0.0,60.3,1,1.0
V0004,2022Q3,2.0,0.0,31.0,25.45584412271571,0.952468487394958,0.22745724616545,0.13820400732253504,565832.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,70.8,17.65,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.3333333333333333,0.010883333333333333,0.07295684457225002,0.0,59.45,1,1.0
V0004,2022Q4,7.0,0.2857142857142857,9.285714285714286,9.304376850247877,1.0,-0.12911258775909837,0.17050855992485087,4918141.49,0.0,6.0,0.01796666666666667,0.0,0.0,0.0,0.0,0.0,58.5,77.3,13.74,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.14285714285714285,0.008983333333333334,0.04917232920317581,0.0,58.85,1,1.0
V0004,2023Q1,3.0,0.3333333333333333,13.333333333333334,11.239810200058244,0.9714510975559151,0.17112708201963392,0.15786510549482388,497292.74899999995,0.0,1.0,0.0406,0.0,0.0,0.0,0.0,0.0,58.3,62.4,6.43,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.30952380952380953,0.029283333333333335,0.021007247130267775,0.0,58.4,1,0.0
V0004,2023Q2,2.0,1.0,0.5,0.7071067811865476,1.0,-0.034385700138499974,0.08044610775302243,896562.0830000001,0.0,2.0,0.02865,0.0,0.0,0.0,0.0,0.0,59.0,57.6,9.06,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.6666666666666667,0.034624999999999996,0.06837069094056697,0.0,58.65,0,0.0
V0004,2023Q3,2.0,1.0,0.5,0.7071067811865476,1.0,0.040499893803878126,0.14651523415931472,2593356.546,0.0,2.0,0.0128,0.0,0.0,0.0,0.0,0.0,59.0,59.4,7.59,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",1.0,0.020725,0.003057096832689076,0.0,59.0,0,0.0
V0004,2023Q4,6.0,0.8333333333333334,4.5,10.540398474441087,1.0,0.008142017090122697,0.023172500906189834,2431775.277,0.0,3.0,0.0036666666666666666,0.0,0.0,0.0,0.0,0.0,59.1,56.6,6.27,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.9166666666666667,0.008233333333333334,0.02432095544700041,0.0,59.05,0,1.0
V0004,2024Q1,3.0,1.0,0.0,0.0,1.0,-0.002283827699608318,0.10760782462655878,1321298.4679999999,0.0,3.0,0.029066666666666668,0.3333333333333333,13.0,0.0,0.0,0.0,59.3,64.3,10.58,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.9166666666666667,0.016366666666666668,0.0029290946952571896,0.0,59.2,1,1.0
V0004,2024Q2,5.0,0.6,6.2,8.497058314499201,1.0,0.009562360113612979,0.06473921405257592,3553809.705,0.0,3.0,0.022299999999999997,0.0,0.0,0.0,0.0,0.0,59.0,77.7,15.04,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.8,0.025683333333333332,0.0036392662070023306,0.0,59.15,1,0.0
V0004,2024Q3,2.0,1.0,0.5,0.7071067811865476,0.8859202569271243,-0.04464602221880237,0.16685120391816108,2693092.0149999997,0.5,1.0,0.0175,0.0,0.0,0.0,0.0,0.0,58.7,63.7,10.86,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.8,0.0199,-0.017541831052594697,0.0,58.85,0,0.0
V0004,2024Q4,6.0,0.8333333333333334,4.166666666666667,9.239408350466315,1.0,-0.022965544183635583,0.0910760707591643,2041200.5779999997,0.0,4.0,0.013250000000000001,0.0,0.0,0.0,0.0,0.0,59.6,44.2,6.22,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.9166666666666667,0.015375000000000002,-0.03380578320121898,0.0,59.150000000000006,0,0.0
V0004,2025Q1,4.0,0.75,0.75,1.5,1.0,0.08022130479245457,0.13847238379465895,1359344.439,0.0,3.0,0.017833333333333333,0.0,0.0,0.0,0.0,0.0,59.6,53.4,3.56,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.7916666666666667,0.015541666666666667,0.028627880304409492,0.0,59.6,0,0.0
V0004,2025Q2,3.0,1.0,0.0,0.0,1.0,0.0722200613347428,0.06875365999406173,544712.0530000001,0.0,1.0,0.0023,0.0,0.0,0.0,0.0,0.0,59.9,66.7,10.37,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.875,0.010066666666666666,0.0762206830635987,0.0,59.75,0,1.0
V0004,2025Q3,5.0,0.2,9.0,7.483314773547883,1.0,0.03547896501676602,0.06210727804747534,3133537.676,0.0,3.0,0.0082,0.0,0.0,0.0,0.0,0.0,59.8,59.3,7.17,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.6000000000000001,0.00525,0.05384951317575441,0.0,59.849999999999994,1,0.0
V0004,2025Q4,3.0,1.0,0.3333333333333333,0.5773502691896258,1.0,0.006154269451294249,0.06361454851252508,407408.005,0.0,3.0,0.020266666666666665,0.0,0.0,0.0,0.0,0.0,59.9,57.3,10.47,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",0.6000000000000001,0.014233333333333334,0.020816617234030135,0.0,59.849999999999994,0,0.0
V0004,2026Q1,2.0,1.0,0.5,0.7071067811865476,1.0,-0.04309957716416955,0.05998183114785612,4077874.4899999998,0.0,1.0,0.0274,0.0,0.0,0.0,0.0,0.0,59.8,67.2,6.8,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",1.0,0.02383333333333333,-0.018472653856437652,0.0,59.849999999999994,0,0.0
V0004,2026Q2,3.0,1.0,1.0,1.0,1.0,0.009542506906278374,0.040309428974908475,2177565.9439999997,0.0,2.0,0.03465,0.0,0.0,0.0,0.0,0.0,59.9,54.9,9.39,Semiconductors,Taiwan,APAC,Tier 2,1129700.0,True,"ISO9001, REACH, RoHS",1.0,0.031024999999999997,-0.016778535128945588,0.0,59.849999999999994,0,
